"indicador";"País";"Exportaciones e importaciones mensuales";"Trimestres y meses";"Años";"valor";"notas";"fuente";""
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Enero";"1998";"88.78709";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Febrero";"1998";"83.18585";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Marzo";"1998";"79.27978";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"I";"1998";"251.25272";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Abril";"1998";"83.64161";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Mayo";"1998";"99.37612";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Junio";"1998";"95.30553";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"II";"1998";"278.32326";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Julio";"1998";"109.65515";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Agosto";"1998";"96.39369";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Septiembre";"1998";"109.13946";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"III";"1998";"315.1883";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Octubre";"1998";"96.9217";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Noviembre";"1998";"80.97081";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Diciembre";"1998";"87.41902";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"IV";"1998";"265.31153";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Enero";"1999";"70.01912";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Febrero";"1999";"58.30735";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Marzo";"1999";"85.72767";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"I";"1999";"214.05414";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Abril";"1999";"77.4372";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Mayo";"1999";"79.93194";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Junio";"1999";"96.0081";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"II";"1999";"253.37723";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Julio";"1999";"103.88662";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Agosto";"1999";"91.21925";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Septiembre";"1999";"99.75271";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"III";"1999";"294.85857";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Octubre";"1999";"90.85695";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Noviembre";"1999";"98.02295";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Diciembre";"1999";"93.56334";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"IV";"1999";"282.44323";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Enero";"2000";"78.73044";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Febrero";"2000";"76.00049";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Marzo";"2000";"114.40016";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"I";"2000";"269.1311";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Abril";"2000";"87.355";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Mayo";"2000";"111.30982";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Junio";"2000";"114.06608";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"II";"2000";"312.7309";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Julio";"2000";"113.85115";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Agosto";"2000";"129.59997";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Septiembre";"2000";"106.02055";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"III";"2000";"349.47167";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Octubre";"2000";"105.45822";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Noviembre";"2000";"108.49868";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Diciembre";"2000";"103.57381";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"IV";"2000";"317.53071";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Enero";"2001";"92.6659";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Febrero";"2001";"79.46483";"[3320]";"[600]"
"Exportaciones e importaciones mensuales";"Bolivia (Estado Plurinacional de)";"Exportaciones totales";"Marzo";"2001";"96.73496";"[3320]";"[600]"
